Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,Administrative,Informational,ProductRelated,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
52.4,0,447.2,0,0.007692308,42.30391708,1,0,13,0,Aug,1,1,1,20,Returning_Visitor,TRUE,1
96.18666667,35.2,1345.136667,0.029166667,0.053287037,2.10185027,9,1,63,0,Jul,2,2,9,13,Returning_Visitor,FALSE,0
254.253245,223.15,6606.726779,0.005533063,0.016561375,4.083948025,16,3,221,0,Oct,4,1,4,1,Returning_Visitor,FALSE,1
169.2,0,315.4666667,0,0.011111111,34.75023292,4,0,14,0,Jul,2,2,1,2,Returning_Visitor,TRUE,1
86.95,173.2,481.31,0,0,27.69500776,3,6,17,0,Nov,2,2,9,20,New_Visitor,FALSE,1
49.8,0,955.3333333,0.01875,0.0390625,0,5,0,32,0,Aug,2,2,1,13,Returning_Visitor,FALSE,0
15,0,223.4666667,0,0.028571429,0,2,0,11,0,Sep,2,2,3,6,New_Visitor,TRUE,1
0,0,982.757619,0.0125,0.035416667,0,0,1,17,0,Sep,2,5,2,1,Returning_Visitor,FALSE,0
298.2,0,1850.116667,0.004081633,0.004421769,7.56292207,2,0,48,0,Nov,1,1,2,2,Returning_Visitor,TRUE,1
275.1,16.6,6984.611525,0.017126437,0.021755245,0.780905815,4,1,229,0,Aug,3,2,8,13,Returning_Visitor,FALSE,0
29.2,322.4,126.9333333,0.014285714,0.036904762,13.59420027,1,1,10,0,Sep,2,2,1,2,Returning_Visitor,FALSE,1
53.4,0,66.4,0,0.04,0,2,0,3,0,Oct,1,1,4,3,Returning_Visitor,TRUE,0
46.4,0,2559.433333,0.027586207,0.064367816,0,2,0,30,0,Sep,3,2,6,1,Returning_Visitor,TRUE,0
118.9,380.7,188.4,0,0.006666667,0,5,4,4,0,Oct,4,2,1,4,Returning_Visitor,FALSE,0
169.8833333,160.4,489.15,0.0125,0.0171875,0,11,2,25,0,Aug,3,2,3,5,Returning_Visitor,TRUE,0
0,0,645.2,0.03,0.05,0,1,0,10,0,Jul,3,2,4,1,Returning_Visitor,FALSE,0
12,0,63.4,0,0.04,0,1,0,4,0,Oct,1,8,6,20,New_Visitor,FALSE,0
21.2,0,0,0.05,0.1,0,1,0,0,0,Oct,1,1,1,5,Returning_Visitor,FALSE,0
26.2,0,245.1666667,0,0,58.9241766,1,0,13,0,Aug,2,5,3,4,New_Visitor,FALSE,1
206.0666667,0,113.4333333,0,0.018181818,0,4,0,9,0,Oct,2,2,1,6,Returning_Visitor,FALSE,0
3,0,342,0.024,0.048,0,1,0,24,0,Oct,2,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Nov,2,2,1,13,Returning_Visitor,FALSE,0
264.9,14.8,718.9566667,0,0.003448276,0,10,1,24,0,Oct,3,2,1,4,Returning_Visitor,FALSE,0
0,0,1341.632619,0.004804805,0.011846847,0,0,0,113,0,Jul,2,2,1,13,Returning_Visitor,FALSE,0
0,0,641.5166667,0.00952381,0.00952381,34.5222117,0,0,22,0,Oct,1,1,1,2,Returning_Visitor,FALSE,0
0,0,477.7166667,0,0,0,0,0,17,0,Sep,2,2,6,2,New_Visitor,TRUE,0
29.2,0,199.2844444,0,0,0,1,0,13,0,Jul,1,1,1,4,Returning_Visitor,FALSE,0
101.0833333,0,349.1166667,0.006060606,0.023484848,39.41924911,7,0,26,0,Aug,2,4,3,4,Returning_Visitor,FALSE,0
0,0,166.9,0,0,0,0,0,4,0,Aug,3,2,4,4,New_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Oct,3,2,2,3,New_Visitor,TRUE,0
39.2,0,1210.917778,0.014814815,0.014814815,2.480024644,1,0,26,0,Nov,4,2,1,1,Returning_Visitor,FALSE,1
333.54,0,568.1,0,0.0125,19.63031016,6,0,12,0,Nov,2,4,5,2,New_Visitor,FALSE,1
569.825,0,6065.016218,0.006716418,0.009265038,0.152167439,12,0,127,0,Aug,1,1,2,4,Returning_Visitor,FALSE,1
48.8,0,344.8,0.015384615,0.054395604,0,4,0,11,0,Oct,3,2,1,4,Returning_Visitor,TRUE,0
304.5833333,0,761.2233333,0.007619048,0.020793651,0,15,0,33,0,Oct,3,2,1,3,Returning_Visitor,TRUE,0
18.2,0,225.68,0,0.003703704,0,1,0,17,0,Nov,2,10,1,2,Returning_Visitor,FALSE,0
0,0,34.2,0,0.1,0,0,0,2,0,Sep,2,2,1,2,Returning_Visitor,FALSE,0
28.2,0,212.5,0,0.007407407,94.01683315,2,0,7,0,Nov,2,2,3,2,New_Visitor,TRUE,1
82.6,316,1446.733333,0,0.002439024,0,2,6,34,0,Oct,4,1,4,2,New_Visitor,TRUE,0
39.8,239.8,14577.08498,0.002739726,0.013368848,0.888485964,5,2,216,0,Aug,2,2,3,13,Returning_Visitor,FALSE,0
0,0,35.4,0,0.066666667,0,0,0,3,0,Nov,1,1,1,1,Returning_Visitor,FALSE,0
0,0,178.5,0,0.066666667,8.04958574,1,0,3,0,Sep,2,6,2,1,Returning_Visitor,FALSE,0
81.4,0,240.3,0,0.030434783,0,3,0,18,0,Aug,2,2,1,6,Returning_Visitor,FALSE,0
0,0,1165.84,0,0.034042553,7.198820003,0,1,45,0,Oct,2,2,5,1,Returning_Visitor,FALSE,1
0,0,421.6,0,0.011111111,0,0,0,10,0,Nov,1,1,1,4,Returning_Visitor,FALSE,0
48.4,0,3004.628109,0.002380952,0.011750149,0,3,0,137,0,Oct,2,4,9,2,Returning_Visitor,FALSE,0
11.1,0,830.3142529,0.004347826,0.017619048,0,1,0,48,0,Nov,1,1,1,3,Returning_Visitor,FALSE,0
53.85,0,161.2,0,0,0,2,0,2,0,Aug,2,4,3,1,Returning_Visitor,FALSE,0
0,0,598.4333333,0.014285714,0.035714286,0,0,0,14,0,Jul,2,4,9,3,Returning_Visitor,FALSE,0
89.9,20,1854.915556,0.004210526,0.012385965,3.170426459,8,3,84,0,Jul,2,2,7,1,Returning_Visitor,FALSE,0
23.2,0,59.4,0,0.00952381,32.73373471,2,0,5,0,Nov,2,4,4,5,New_Visitor,FALSE,0
29.2,0,0,0,0.066666667,0,1,0,0,0,Nov,1,1,4,2,Returning_Visitor,TRUE,1
0,0,27.2,0.133333333,0.133333333,0,0,0,3,0,Oct,3,2,4,1,Returning_Visitor,FALSE,0
27.46666667,245.8,524.06,0.02,0.054666667,20.42600013,2,3,28,0,Oct,2,2,7,1,Returning_Visitor,FALSE,1
419,0,362.1029825,0.022916667,0.021979167,3.164088313,5,0,14,0,Jul,3,2,3,2,Returning_Visitor,TRUE,1
0,0,422.1333333,0.071428571,0.103333333,0,0,0,14,0,Jul,3,2,4,3,Returning_Visitor,TRUE,0
61.48,0,797.0033333,0,0.012539087,10.20777685,2,0,40,0,Oct,2,2,3,2,Returning_Visitor,FALSE,0
268.95,153,5286.587577,0.002959159,0.018209889,0,6,2,139,0,Nov,1,1,1,3,Returning_Visitor,FALSE,0
178.52,183.2666667,205.8566667,0,0.035555556,0,9,3,7,0,Jul,2,2,1,2,New_Visitor,FALSE,0
175.2,0,1635.466667,0.006557377,0.014754098,0,2,0,60,0,Nov,2,5,7,3,Returning_Visitor,FALSE,0
228.72,0,154.9,0,0.008333333,0,4,0,4,0,Oct,1,8,1,11,New_Visitor,FALSE,0
80.6,0,936.4166667,0,0.005128205,0,3,0,37,0,Jul,1,1,4,2,Returning_Visitor,TRUE,0
146.5333333,0,3739.635556,0,0.009316239,2.551140814,8,0,107,0,Oct,2,2,3,2,Returning_Visitor,FALSE,0
0,297.2,320.2666667,0,0.044444444,17.79528223,0,1,8,0,Oct,2,2,1,20,Returning_Visitor,FALSE,1
101.1428571,0,1370.127838,0.004512398,0.019698317,0,8,0,109,0,Jul,2,2,1,3,Returning_Visitor,FALSE,0
201.84,0,2074.401905,0,0.016071429,7.248757745,11,0,48,0,Aug,2,7,3,1,Returning_Visitor,FALSE,0
129.36,0,341.36,0,0.0625,11.27546478,1,0,6,0,Nov,2,5,3,1,Returning_Visitor,FALSE,0
142.35,0,3566.992857,0,0.003947368,23.15073799,7,0,73,0,Oct,2,5,3,5,New_Visitor,FALSE,1
0,0,349.1111111,0.02,0.02,88.39170518,0,0,10,0,Oct,3,2,1,20,Returning_Visitor,TRUE,1
32.2,0,396.4714286,0.021212121,0.050688705,0,1,0,32,0,Jul,1,1,2,3,Returning_Visitor,TRUE,0
55.33333333,0,420,0.0125,0.0625,0,3,0,4,0,Aug,1,1,4,3,Returning_Visitor,FALSE,1
103.9333333,0,172.1333333,0.012,0.049,0,9,0,16,0,Oct,1,1,1,2,Returning_Visitor,FALSE,1
157.8883333,84.8,3888.278636,0,0.004514952,0,21,3,170,0,Nov,2,2,7,2,Returning_Visitor,FALSE,0
0,0,641.6558915,0,0.005376344,60.04472938,0,0,31,0,Sep,1,1,4,2,New_Visitor,FALSE,1
82.46666667,0,153.9,0.016666667,0.016666667,0,4,0,10,0,Jul,3,2,6,4,Returning_Visitor,FALSE,1
0,0,296.7666667,0,0,0,0,0,7,0,Aug,1,8,7,3,Returning_Visitor,FALSE,0
0,0,19.2,0.1,0.15,0,0,0,2,0,Sep,3,2,3,1,Returning_Visitor,FALSE,0
94.8,0,223.1,0,0.00952381,0,1,0,6,0,Sep,5,11,8,14,Returning_Visitor,FALSE,0
21.2,0,1123.246667,0,0.017391304,30.04921703,1,0,24,0,Sep,2,2,3,2,Returning_Visitor,FALSE,1
69,0,2103.628837,0,0.015384615,40.659727,2,0,51,0,Sep,2,2,4,13,Returning_Visitor,FALSE,1
115.2,11,436.6,0.008695652,0.008695652,0,8,1,18,0,Nov,2,2,7,2,Returning_Visitor,FALSE,0
118.8,0,805.5,0,0.033333333,0,4,0,11,0,Oct,1,1,9,3,Returning_Visitor,FALSE,0
0,0,199.5,0.127272727,0.142424242,0,0,0,11,0,Jul,3,2,1,1,Returning_Visitor,FALSE,0
296.86,179.5,16093.30941,0.007903295,0.027247449,2.051882078,8,8,157,0,June,2,2,1,5,Returning_Visitor,TRUE,0
0,0,135,0,0.066666667,0,0,0,3,0,June,1,1,6,1,Returning_Visitor,TRUE,0
361.6,112.6,147.7333333,0.057142857,0.055555556,0,11,4,12,0,Aug,3,2,1,3,Returning_Visitor,FALSE,0
61.08,0,1324.85,0,0.01627907,0,7,0,39,0,Oct,2,2,1,4,Returning_Visitor,FALSE,0
71.5,0,1854.26,0.039,0.06880303,2.852036737,6,0,79,0,Jul,2,2,9,1,Returning_Visitor,FALSE,0
0,0,1049.05,0,0.016666667,0,0,0,14,0,Nov,3,2,1,20,Returning_Visitor,FALSE,0
168.9066667,18.4,853.8502721,0,0.007751938,5.6479944,10,2,36,0,Oct,3,2,3,2,Returning_Visitor,TRUE,0
42.4,0,163.2,0,0.028571429,20.71678117,2,0,5,0,Aug,2,10,3,3,Returning_Visitor,FALSE,1
34.44242424,0,1843.759347,0,0.019613005,0,5,0,103,0,June,2,4,1,2,Returning_Visitor,TRUE,0
7,15,2269.9,0,0.019047619,0,1,2,17,0,Jul,2,2,3,4,Returning_Visitor,FALSE,1
99.8,466.4,839.7333333,0.001754386,0.009231412,0,7,5,28,0,Nov,2,2,3,1,Returning_Visitor,FALSE,1
0,0,1195.8,0,0,0,0,0,1,0,Aug,2,2,7,13,Returning_Visitor,FALSE,0
0,0,856.2,0.052252252,0.108558559,0,0,0,37,0,Sep,2,2,2,1,Returning_Visitor,FALSE,0
43.2,32.2,13842.45833,0.01804878,0.050155633,0,2,1,202,0,Sep,2,4,7,1,Returning_Visitor,FALSE,0
56.4,0,2101.467925,0.006140351,0.029986961,0,2,1,72,0,Aug,1,1,2,2,Returning_Visitor,FALSE,0
84.5,0,12541.77628,0.001709402,0.006473478,5.177106841,3,0,346,0,Aug,2,2,3,1,Returning_Visitor,TRUE,1
0,0,1566.333333,0.005,0.027916667,0.720181023,0,0,80,0,Sep,2,2,6,1,Returning_Visitor,FALSE,1
28.2,0,942.6879221,0.017142857,0.035442177,8.435206908,1,0,35,0,Sep,1,1,1,2,Returning_Visitor,TRUE,0
20.2,226,1308.573395,0.032611502,0.054407935,0,1,6,76,0,June,3,2,6,2,Returning_Visitor,FALSE,0
58.4,0,589.8,0.032098765,0.05617284,1.696968944,2,0,24,0,Sep,2,2,1,1,Returning_Visitor,TRUE,0
0,0,159.2,0.085714286,0.128571429,0,0,0,7,0,Aug,3,3,3,1,Returning_Visitor,TRUE,0
40.55,0,151.0818182,0.008333333,0.038888889,0,3,0,10,0,Jul,2,2,1,5,New_Visitor,FALSE,0
23.2,0,397.8,0,0,0,1,0,3,0,Aug,2,2,1,4,Returning_Visitor,FALSE,0
0,0,31.2,0,0.1,0,0,0,2,0,Aug,3,2,1,3,Returning_Visitor,FALSE,0
0,0,481.4,0.068518519,0.091604938,0,0,0,18,0,Aug,3,2,3,3,Returning_Visitor,FALSE,0
471.6266667,235.6,883.12,0.006451613,0.018196857,19.43795945,11,4,22,0,Sep,3,2,3,4,Returning_Visitor,FALSE,0
241.6,0,920.7,0,0.015555556,0,2,0,28,0,Nov,1,8,3,20,Returning_Visitor,FALSE,0
0,0,336.3,0.0125,0.025,0,0,0,16,0,Jul,2,2,7,1,Returning_Visitor,FALSE,0
65.4,0,1954.4,0,0.006666667,15.13596148,4,0,23,0,Aug,2,2,3,2,Returning_Visitor,FALSE,0
12,0,580.65,0,0.016666667,0,4,0,28,0,Jul,1,2,1,4,Returning_Visitor,FALSE,0
0,0,323.3,0.084615385,0.102564103,0,0,0,13,0,June,3,2,1,1,Returning_Visitor,FALSE,0
60.2,0,132.8,0,0.009090909,0,4,0,8,0,Oct,1,1,1,2,Returning_Visitor,FALSE,0
56.3,0,353.9,0.025,0.04375,10.02470626,7,0,11,0,Oct,2,2,2,1,Returning_Visitor,FALSE,0
117.8,0,2032.39696,0.005230769,0.01881429,0,3,0,62,0,Sep,3,2,6,4,Returning_Visitor,FALSE,0
0,0,66.9,0,0.02,0,0,0,6,0,Nov,3,2,1,2,New_Visitor,FALSE,0
0,0,1413.768571,0.025,0.038472222,0,0,0,20,0,June,1,2,3,1,Returning_Visitor,TRUE,0
179.3785714,0,131.9785714,0,0.0025,0,9,0,8,0,Sep,2,2,1,5,New_Visitor,FALSE,0
0,135,804.1899134,0.029946524,0.03546327,4.027998418,0,3,32,0,Oct,1,1,6,2,Returning_Visitor,TRUE,0
98.6,0,131.8,0,0.02,88.84365062,3,0,7,0,Oct,2,2,7,2,Returning_Visitor,FALSE,1
29.44,0,15.24,0,0.039583333,0,3,1,4,0,Sep,2,2,8,2,Returning_Visitor,FALSE,1
158.6704505,430.2,5602.006712,0.002671513,0.00935218,6.711290592,6,1,146,0,Nov,2,10,7,2,Returning_Visitor,FALSE,1
24.2,0,530,0,0.044444444,0,2,0,8,0,Aug,1,8,1,2,Returning_Visitor,FALSE,0
27.2,0,1722.721127,0.005555556,0.034027778,0,1,0,71,0,Jul,2,2,7,1,Returning_Visitor,TRUE,0
20.2,0,114.5333333,0,0.05,0,2,0,7,0,Oct,2,2,1,1,Returning_Visitor,FALSE,0
0,0,657.42,0.021212121,0.046969697,0,0,0,22,0,Jul,3,2,3,4,Returning_Visitor,TRUE,0
356.6,0,589.2510658,0.001282051,0.010133221,0,3,0,39,0,Jul,1,1,4,4,Returning_Visitor,FALSE,0
24,0,1391.105556,0.001315789,0.01505848,0,2,0,37,0,Sep,1,1,2,2,Returning_Visitor,FALSE,0
0,0,67.6,0.125,0.133333333,0,0,0,4,0,Jul,3,2,1,4,Returning_Visitor,FALSE,0
249.8,722.9,2219.583333,0,0,0,1,2,8,0,Nov,2,4,4,2,New_Visitor,FALSE,0
315.845679,382.4,1314.112346,0.014285714,0.013518007,37.53469014,8,4,31,0,Oct,1,1,1,4,Returning_Visitor,FALSE,1
0,6,195.1666667,0,0.066666667,0,1,2,9,0,June,4,2,3,4,Returning_Visitor,FALSE,0
15.1,0,248.05,0,0.01875,0,1,0,9,0,Sep,3,2,4,4,New_Visitor,FALSE,0
19.8,0,10,0.0125,0.034166667,0,4,0,2,0,Sep,1,1,6,5,New_Visitor,TRUE,1
0,0,0,0.2,0.2,0,0,0,6,0,June,3,2,7,13,Returning_Visitor,FALSE,0
0,0,1530.006667,0,0.005555556,0,0,0,37,0,Oct,2,2,2,2,Returning_Visitor,TRUE,0
0,0,1423,0.004347826,0.013768116,0,0,0,47,0,Sep,2,2,7,1,Returning_Visitor,FALSE,0
34.2,0,63.4,0,0.028571429,0,2,0,5,0,Jul,4,1,2,2,New_Visitor,FALSE,0
143.0666667,6.5,1294.405,0.002666667,0.010666667,0,4,1,74,0,Aug,2,2,3,1,Returning_Visitor,TRUE,0
65.68,42.4,285.68,0.015384615,0.038461538,0,4,1,12,0,Aug,2,6,4,3,Returning_Visitor,TRUE,0
115.2,0,211.1,0,0,0,2,0,7,0,Jul,2,2,2,2,New_Visitor,TRUE,0
0,0,159.2,0.05,0.066666667,0,0,0,4,0,June,3,2,5,13,Returning_Visitor,TRUE,0
0,69,352.875,0,0.055555556,0,1,3,15,0,Aug,2,2,3,2,Returning_Visitor,FALSE,0
140.9,18.2,318.7666667,0,0.009876543,0,7,1,20,0,Oct,2,2,3,2,New_Visitor,FALSE,0
11,0,51.06666667,0,0,0,1,0,2,0,June,2,2,9,6,Returning_Visitor,FALSE,0
32,0,276.3666667,0,0,55.82099528,3,0,15,0,Sep,2,4,1,2,New_Visitor,FALSE,0
66.33333333,0,368.68,0.04,0.084444444,21.24191985,3,0,12,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
12.1,0,38.3,0.00952381,0.066666667,0,2,0,4,0,Nov,1,2,1,5,Returning_Visitor,FALSE,0
98.73333333,229.8,4249.12,0.013402778,0.041166667,5.88595629,7,2,151,0,Jul,2,5,3,3,Returning_Visitor,FALSE,0
0,0,944.4055556,0,0.015591398,0,0,0,62,0,June,1,1,7,3,Returning_Visitor,FALSE,0
0,0,72,0,0,35.34967016,0,0,4,0,Sep,3,2,3,2,Returning_Visitor,TRUE,1
0,0,107.8,0,0.1,0,0,0,2,0,Aug,2,2,5,13,Returning_Visitor,FALSE,0
64.4,0,2364.65,0,0.043478261,0,1,0,22,0,Oct,2,2,1,2,Returning_Visitor,FALSE,0
145.2,0,425.0969048,0,0.002380952,0,3,0,28,0,Oct,3,2,7,11,New_Visitor,TRUE,0
0,0,528.25,0,0.005263158,0,0,0,19,0,Sep,2,2,5,2,Returning_Visitor,FALSE,0
0,0,276.35,0,0.007142857,0,0,0,14,0,June,1,1,1,2,Returning_Visitor,FALSE,0
24.2,0,52.4,0,0.04,0,2,0,3,0,Sep,2,2,3,5,New_Visitor,FALSE,0
0,0,905.1,0,0,83.80837784,0,0,32,0,Oct,2,2,6,2,New_Visitor,FALSE,1
0,0,274.75,0,0.030555556,0,0,0,12,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
8,0,1459.576667,0.010416667,0.017638889,0,1,0,47,0,Oct,1,1,3,3,Returning_Visitor,FALSE,0
58.4,0,3528.69125,0.01577381,0.039900794,0,2,0,84,0,June,2,2,1,1,Returning_Visitor,FALSE,0
0,0,351.4,0.066666667,0.1,0,0,0,6,0,June,2,2,1,3,Returning_Visitor,FALSE,0
184.7333333,0,4590.381905,0.001851852,0.00287037,3.96093872,3,0,106,0,Aug,2,2,9,2,Returning_Visitor,FALSE,1
0,0,60.4,0,0.066666667,0,0,0,3,0,Sep,1,1,1,5,Returning_Visitor,FALSE,0
75.66349206,0,35.92777778,0,0.056481481,0,5,0,4,0,Oct,2,5,7,2,Returning_Visitor,FALSE,0
49.4,0,1526.14119,0,0.004444444,117.6165932,2,0,45,0,Sep,2,2,3,2,Returning_Visitor,TRUE,1
50.4,0,1463.48,0.004081633,0.015646259,24.68624612,1,0,49,0,June,2,2,9,1,Returning_Visitor,FALSE,0
123.4,0,585.37,0.017948718,0.033333333,0,4,0,38,0,Jul,1,1,3,3,Returning_Visitor,TRUE,0
0,0,211.6333333,0,0,28.80119616,0,0,7,0,Aug,1,1,1,5,New_Visitor,FALSE,1
10,0,271.5785714,0,0.008333333,0,1,0,23,0,Aug,2,2,4,1,Returning_Visitor,FALSE,0
432.2,0,363.677619,0.003030303,0.014018978,12.1958841,6,0,30,0,Oct,1,1,3,2,Returning_Visitor,FALSE,1
139,0,274.7,0,0.014285714,0,2,0,5,0,Jul,1,1,5,2,New_Visitor,FALSE,0
251.3090909,1655.4,1249.048358,0.003571429,0.013743735,8.517221252,11,2,80,0,Sep,3,2,4,2,Returning_Visitor,TRUE,0
0,0,261.8,0.015384615,0.084615385,0,0,0,13,0,Sep,1,1,1,3,Returning_Visitor,FALSE,0
0,0,89.86666667,0.04,0.06,0,0,0,5,0,Jul,3,2,5,4,Returning_Visitor,TRUE,0
36.4,0,28.2,0,0,55.89978908,2,0,3,0,Sep,1,1,3,2,New_Visitor,FALSE,0
0,0,54.4,0.066666667,0.133333333,0,0,0,3,0,Jul,3,2,4,3,Returning_Visitor,TRUE,0
113.1,0,237.6066667,0,0.033333333,94.10360412,3,0,17,0,Oct,1,1,2,4,Returning_Visitor,FALSE,1
38.3,0,929.2,0,0.010884354,0,3,0,18,0,Jul,2,2,5,2,Returning_Visitor,TRUE,0
43.73333333,0,158.9333333,0,0.003741497,0,2,0,19,0,June,1,1,6,2,Returning_Visitor,FALSE,0
131.34,38.2,6684.520952,0.002181818,0.017363636,4.215363542,10,2,102,0,Sep,2,2,5,1,Returning_Visitor,FALSE,0
136.5,42.4,7604.397831,0.015762274,0.030675226,3.996742423,7,1,120,0,Jul,2,2,2,1,Returning_Visitor,TRUE,1
275.1,43.4,1108.653333,0.006060606,0.012121212,0,4,2,31,0,Sep,3,2,1,13,Returning_Visitor,TRUE,0
0,0,2285.2,0.006451613,0.04516129,0,0,0,31,0,Nov,2,2,9,1,Returning_Visitor,FALSE,0
385.5666667,0,1256.293333,0.010344828,0.014367816,0,11,0,54,0,Oct,2,2,7,3,Returning_Visitor,FALSE,0
59.53333333,0,183.65,0,0.011764706,0,4,0,13,0,Sep,2,2,9,2,New_Visitor,FALSE,0
0,0,232,0,0.025,0,0,0,8,0,Jul,1,2,1,2,Returning_Visitor,TRUE,0
54.4,0,101.2727273,0,0.007042254,0,1,0,1,0,Sep,2,2,4,2,Returning_Visitor,FALSE,0
64.4,0,443.5666667,0,0.00625,166.3735531,2,0,15,0,June,1,1,1,5,New_Visitor,TRUE,0
31.2,468.4,1388,0.003703704,0.063333333,12.1360201,2,2,15,0,Jul,2,2,5,3,Returning_Visitor,TRUE,0
0,0,557.4,0,0.011111111,83.93274289,0,0,17,0,Sep,2,2,2,2,New_Visitor,TRUE,1
16,0,1004.383333,0,0.023076923,0,3,0,24,0,June,2,2,4,13,Returning_Visitor,FALSE,0
0,0,113.8,0.083333333,0.116666667,0,1,0,11,0,Nov,2,4,1,3,Returning_Visitor,FALSE,1
0,0,249.41,0.022222222,0.005128205,0,0,0,9,0,Nov,1,2,1,4,Returning_Visitor,FALSE,0
119.4,0,743.5314286,0.01,0.02,35.35631939,7,0,16,0,Sep,1,1,8,4,Returning_Visitor,FALSE,0
23.2,0,809.4333333,0.0128,0.021333333,0,3,0,24,0,Aug,3,2,1,3,Returning_Visitor,TRUE,0
22.2,44.4,400.8,0.005128205,0.002564103,0,1,2,37,0,Oct,2,10,1,2,Returning_Visitor,FALSE,0
82.95714286,0,951.4412698,0.013793103,0.025860732,0,3,0,28,0,Oct,3,2,1,2,Returning_Visitor,FALSE,0
2,0,86.6,0,0.1,0,1,0,5,0,Sep,3,2,3,2,Returning_Visitor,FALSE,0
0,0,30.4,0,0.066666667,21.47899475,0,0,2,0,Oct,1,8,6,20,Returning_Visitor,TRUE,1
0,0,339.5,0,0.016666667,124.9045858,0,0,6,0,Nov,2,6,9,20,New_Visitor,FALSE,1
0,0,1010.633333,0,0.012962963,0,0,0,27,0,June,2,2,1,2,Returning_Visitor,FALSE,0
68.6,29.2,4318.668082,0.002520046,0.013784185,0,1,1,97,0,Jul,2,4,2,2,Returning_Visitor,TRUE,0
4,10,5876.459165,0.002431163,0.013240553,0,1,1,274,0,Oct,2,2,9,2,Returning_Visitor,FALSE,0
60.4,0,25.8,0,0.04,0,3,0,4,0,Jul,1,1,3,4,New_Visitor,FALSE,0
89.33333333,0,502.5083333,0,0.018695652,0,2,0,22,0,Sep,3,2,2,2,Returning_Visitor,TRUE,0
66.26666667,348.6,233.1666667,0.044444444,0.046666667,11.12205139,2,1,6,0,Oct,3,2,3,7,Returning_Visitor,FALSE,0
98.46666667,0,257.9333333,0,0.016,0,7,0,13,0,Sep,2,2,3,4,Returning_Visitor,FALSE,0
0,0,236.8,0,0.05,36.26141924,0,0,4,0,Oct,2,2,3,1,Returning_Visitor,FALSE,1
667.25,0,101.8,0,0.01,0,7,0,4,0,Jul,3,2,6,2,Returning_Visitor,TRUE,0
0,0,266.8,0,0.015384615,0,0,0,13,0,Jul,2,5,7,4,Returning_Visitor,FALSE,0
206.03,0,3778.345,0.010687023,0.024611656,2.169469761,6,0,129,0,Oct,2,2,1,3,Returning_Visitor,FALSE,1
82.6,0,598.7611111,0,0.007843137,0,3,0,33,0,Sep,2,2,2,1,Returning_Visitor,FALSE,0
498.9,0,3111.362121,0,0.006020558,5.268190163,13,0,221,0,Oct,2,5,4,2,Returning_Visitor,FALSE,0
109.8,0,897.3619048,0.005882353,0.035620915,0,2,0,32,0,Sep,2,10,4,2,Returning_Visitor,FALSE,0
115.7,0,2159.5,0,0.022857143,0,8,0,24,0,Sep,2,2,5,2,Returning_Visitor,FALSE,0
149.0316092,1529.2,2128.704568,0.005714286,0.020425941,16.19731984,15,2,23,0,Oct,2,2,2,20,Returning_Visitor,FALSE,0
20.2,0,1261.316667,0,0.009183673,0,2,0,14,0,Aug,2,2,1,5,Returning_Visitor,FALSE,0
86.1,28.4,5,0,0.033333333,0,3,2,2,0,Jul,2,2,1,5,New_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Aug,2,2,1,4,Returning_Visitor,TRUE,0
0,0,48.4,0,0,34.03997536,0,0,2,0,Sep,2,2,4,1,Returning_Visitor,FALSE,1
903.7,26.2,3297.491311,0.006140351,0.010281148,3.870588042,11,1,109,0,Oct,3,2,6,1,Returning_Visitor,FALSE,0
0,0,431.5333333,0,0.007142857,0,0,0,7,0,Oct,2,2,1,2,Returning_Visitor,FALSE,0
73.6,31.2,1761.156667,0.003703704,0.018312757,0,1,1,52,0,Sep,2,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Oct,1,1,1,1,New_Visitor,TRUE,0
28.2,0,271,0,0.014285714,0,2,0,12,0,Aug,1,8,4,6,Returning_Visitor,FALSE,0
236.8,0,5523.926505,0,0.001197045,20.62387076,9,0,240,0,Oct,2,5,4,20,Returning_Visitor,FALSE,1
24.13333333,0,263.7128571,0,0.00125,0,2,0,19,0,Oct,3,2,1,2,Returning_Visitor,FALSE,0
23,0,1225.2,0,0.04,10.99901844,3,0,3,0,Sep,2,2,1,1,Returning_Visitor,TRUE,1
0,0,98.6,0,0.05,0,0,0,4,0,Jul,2,2,5,1,Returning_Visitor,FALSE,0
80.6,112.8,390.2,0,0.015384615,0,3,2,10,0,Oct,2,5,3,20,Returning_Visitor,FALSE,0
0,0,272.9,0.05,0.075,0,0,0,8,0,Oct,1,1,1,1,New_Visitor,FALSE,0
82.01111111,211.6,6117.814359,0,0.003964551,22.36033441,6,2,162,0,Sep,2,2,1,6,Returning_Visitor,FALSE,0
416.2,0,8024.509197,0.008247423,0.032048254,10.31930868,14,0,90,0,Sep,3,2,8,2,Returning_Visitor,FALSE,0
